date_time_utc,location_type,location_code,location_name,wind_direction,wind_speed_kts,temperature_celsius,cloud_cover_percentage,relative_humidity_percentage,icon,precipitation_chance_percentage,pressure_hpa
"2019-12-17 00:00:00",TWCID,9110,Darwin,WNW,7.50,31.20,45,69,"Mostly clear",5,1009.4
"2019-12-17 01:00:00",TWCID,9110,Darwin,WNW,8.00,31.90,45,66,"Shower. Chance storm",90,1009.2
"2019-12-17 02:00:00",TWCID,9110,Darwin,WNW,9.60,32.80,46,62,"Shower. Chance storm",90,1008.7
"2019-12-17 03:00:00",TWCID,9110,Darwin,WNW,11.90,33.00,46,61,Shower,90,1008.1
"2019-12-17 04:00:00",TWCID,9110,Darwin,WNW,13.10,33.00,46,61,Shower,90,1007.3
"2019-12-02 11:00:00",TWCID,9250,Brisbane,WSW,13.40,26.40,7,32,Clear,5,1004.7
"2019-12-02 12:00:00",TWCID,9250,Brisbane,WSW,12.10,25.40,0,32,Clear,5,1005.4
"2019-12-02 13:00:00",TWCID,9250,Brisbane,WSW,10.90,24.30,0,35,Clear,5,1005.6
"2019-12-02 14:00:00",TWCID,9250,Brisbane,WSW,10.50,22.90,0,38,Clear,5,1005.8
"2019-12-02 15:00:00",TWCID,9250,Brisbane,WSW,10.10,22.00,0,39,Clear,5,1005.7
"2019-12-02 16:00:00",TWCID,9250,Brisbane,WSW,8.60,21.20,0,41,Clear,5,1005.8
"2019-12-02 17:00:00",TWCID,9250,Brisbane,WSW,7.30,20.50,0,42,Clear,5,1006.3
"2019-12-02 18:00:00",TWCID,9250,Brisbane,WSW,6.00,19.90,0,44,Clear,5,1006.8
"2019-12-02 19:00:00",TWCID,9250,Brisbane,WSW,5.80,19.40,0,48,Clear,5,1007.8
"2019-12-02 20:00:00",TWCID,9250,Brisbane,WSW,6.20,20.80,0,42,Clear,5,1008.6
"2019-12-02 21:00:00",TWCID,9250,Brisbane,WSW,7.40,23.40,0,36,Clear,5,1009.7
"2019-12-02 22:00:00",TWCID,9250,Brisbane,WSW,7.70,24.90,0,30,Clear,5,1009.9
"2019-12-02 23:00:00",TWCID,9250,Brisbane,WSW,7.10,26.60,0,25,Clear,5,1010.0
"2019-12-03 00:00:00",TWCID,9250,Brisbane,WSW,7.40,28.20,0,22,Clear,5,1010.0
"2019-12-03 01:00:00",TWCID,9250,Brisbane,W,9.60,29.60,0,22,Clear,5,1009.2
"2019-12-03 02:00:00",TWCID,9250,Brisbane,NW,10.30,30.60,0,22,Clear,5,1008.5
"2019-12-03 03:00:00",TWCID,9250,Brisbane,NW,11.70,31.50,0,22,Clear,5,1007.5
"2019-12-03 04:00:00",TWCID,9250,Brisbane,NNW,11.50,31.70,4,24,Clear,5,1006.2
"2019-12-03 05:00:00",TWCID,9250,Brisbane,NNE,11.00,30.70,0,24,Clear,5,1006.5
"2019-12-03 06:00:00",TWCID,9250,Brisbane,NNE,11.70,30.00,0,28,Clear,5,1006.3
"2019-12-03 07:00:00",TWCID,9250,Brisbane,NNE,11.50,28.40,0,32,Clear,5,1006.6
"2019-12-03 08:00:00",TWCID,9250,Brisbane,NNW,10.20,26.90,0,38,Clear,5,1007.0
"2019-12-03 09:00:00",TWCID,9250,Brisbane,NNE,10.00,25.90,0,46,Clear,5,1008.2
"2019-12-03 10:00:00",TWCID,9250,Brisbane,N,10.00,25.00,0,50,Clear,5,1009.1
"2019-12-03 11:00:00",TWCID,9250,Brisbane,NNW,9.30,24.20,0,51,Clear,5,1009.3
"2019-12-03 12:00:00",TWCID,9250,Brisbane,NNW,9.00,23.40,0,53,Clear,5,1009.8
"2019-12-03 13:00:00",TWCID,9250,Brisbane,NW,8.10,22.50,0,55,Clear,5,1009.8
"2019-12-03 14:00:00",TWCID,9250,Brisbane,WNW,7.80,21.50,0,56,Clear,5,1009.5
"2019-12-03 15:00:00",TWCID,9250,Brisbane,WNW,7.30,21.20,0,56,Clear,5,1009.5
"2019-12-03 16:00:00",TWCID,9250,Brisbane,WNW,7.30,20.60,0,53,Clear,5,1009.0
"2019-12-03 17:00:00",TWCID,9250,Brisbane,W,6.70,20.30,0,50,Clear,5,1009.3
"2019-12-03 18:00:00",TWCID,9250,Brisbane,W,6.00,19.80,0,48,Clear,5,1009.6
"2019-12-03 19:00:00",TWCID,9250,Brisbane,W,6.50,19.40,0,48,Clear,5,1009.9
"2019-12-03 20:00:00",TWCID,9250,Brisbane,W,6.60,20.90,0,43,Clear,5,1010.8
"2019-12-03 21:00:00",TWCID,9250,Brisbane,W,7.70,23.90,0,33,Clear,5,1011.5
"2019-12-03 22:00:00",TWCID,9250,Brisbane,W,8.60,26.30,0,27,Clear,5,1011.6
"2019-12-03 23:00:00",TWCID,9250,Brisbane,WSW,8.70,29.00,0,22,Clear,5,1011.5
"2019-12-04 00:00:00",TWCID,9250,Brisbane,WSW,9.20,31.20,0,18,Clear,5,1011.5
"2019-12-04 01:00:00",TWCID,9250,Brisbane,W,10.40,32.60,0,17,Clear,5,1010.8
"2019-12-04 02:00:00",TWCID,9250,Brisbane,W,10.60,33.90,0,17,Clear,5,1009.9
"2019-12-04 03:00:00",TWCID,9250,Brisbane,W,11.70,34.80,0,18,Clear,5,1008.6
"2019-12-04 04:00:00",TWCID,9250,Brisbane,N,10.10,34.00,0,18,Clear,5,1008.2
"2019-12-04 05:00:00",TWCID,9250,Brisbane,NNE,10.90,32.60,0,21,Clear,5,1007.6
"2019-12-04 06:00:00",TWCID,9250,Brisbane,NE,11.80,31.40,0,23,Clear,5,1007.4
"2019-12-04 07:00:00",TWCID,9250,Brisbane,NE,11.90,30.20,0,27,Clear,5,1007.7
"2019-12-04 08:00:00",TWCID,9250,Brisbane,NE,11.70,28.20,0,37,Clear,5,1008.6
"2019-12-04 09:00:00",TWCID,9250,Brisbane,NNE,10.80,26.70,0,45,Clear,5,1009.5
"2019-12-04 10:00:00",TWCID,9250,Brisbane,NNE,10.60,25.90,0,51,Clear,5,1010.2
"2019-12-04 11:00:00",TWCID,9250,Brisbane,NNE,10.80,25.10,0,52,Clear,5,1010.7
"2019-12-04 12:00:00",TWCID,9250,Brisbane,NNE,10.30,24.20,1,54,Clear,5,1010.7
"2019-12-04 13:00:00",TWCID,9250,Brisbane,N,8.10,23.40,1,55,Clear,5,1010.9
"2019-12-04 14:00:00",TWCID,9250,Brisbane,NNW,7.70,22.30,3,56,Clear,5,1010.4
"2019-12-04 15:00:00",TWCID,9250,Brisbane,WNW,7.00,21.40,1,57,Clear,5,1009.9
"2019-12-04 16:00:00",TWCID,9250,Brisbane,W,6.60,20.90,2,56,Clear,5,1009.7
"2019-12-04 17:00:00",TWCID,9250,Brisbane,W,6.40,20.40,2,54,Clear,5,1009.8
"2019-12-04 18:00:00",TWCID,9250,Brisbane,W,5.80,19.70,1,52,Clear,5,1010.1
"2019-12-04 19:00:00",TWCID,9250,Brisbane,WSW,6.50,19.40,1,50,Clear,5,1011.0
"2019-12-04 20:00:00",TWCID,9250,Brisbane,W,6.00,21.30,1,44,Clear,5,1011.2
"2019-12-04 21:00:00",TWCID,9250,Brisbane,W,7.10,24.50,0,33,Clear,5,1011.9
"2019-12-04 22:00:00",TWCID,9250,Brisbane,WSW,7.80,27.30,0,25,Clear,5,1012.1
"2019-12-04 23:00:00",TWCID,9250,Brisbane,WSW,7.50,29.50,0,18,Clear,5,1012.0
"2019-12-05 00:00:00",TWCID,9250,Brisbane,WSW,8.60,31.70,0,14,Clear,5,1011.7
"2019-12-05 01:00:00",TWCID,9250,Brisbane,WSW,10.10,32.70,0,14,Clear,5,1011.0
"2019-12-05 02:00:00",TWCID,9250,Brisbane,WNW,10.90,33.20,0,14,Clear,5,1010.0
"2019-12-05 03:00:00",TWCID,9250,Brisbane,NW,11.70,33.70,0,16,Clear,5,1008.8
"2019-12-05 04:00:00",TWCID,9250,Brisbane,N,10.90,33.60,1,15,Clear,5,1008.2
"2019-12-05 05:00:00",TWCID,9250,Brisbane,NE,12.20,32.40,0,19,Clear,5,1007.6
"2019-12-05 06:00:00",TWCID,9250,Brisbane,NE,13.00,31.40,0,22,Clear,5,1007.3
"2019-12-05 07:00:00",TWCID,9250,Brisbane,NE,12.40,29.30,1,27,Clear,5,1007.7
"2019-12-05 08:00:00",TWCID,9250,Brisbane,NE,11.60,27.20,0,36,Clear,5,1008.5
"2019-12-05 09:00:00",TWCID,9250,Brisbane,NE,11.30,25.60,1,44,Clear,5,1009.3
"2019-12-05 10:00:00",TWCID,9250,Brisbane,NE,11.30,25.00,1,51,Clear,5,1009.9
"2019-12-05 11:00:00",TWCID,9250,Brisbane,NNE,11.10,24.30,2,56,Clear,5,1010.4
"2019-12-05 12:00:00",TWCID,9250,Brisbane,NNE,10.50,23.60,1,59,Clear,5,1010.7
"2019-12-05 13:00:00",TWCID,9250,Brisbane,N,9.00,23.00,3,60,Clear,5,1010.5
"2019-12-05 14:00:00",TWCID,9250,Brisbane,NNW,8.00,22.20,5,60,Clear,5,1010.0
"2019-12-05 15:00:00",TWCID,9250,Brisbane,WNW,7.10,22.30,4,59,Clear,5,1009.6
"2019-12-05 16:00:00",TWCID,9250,Brisbane,WNW,6.50,21.40,5,54,Clear,5,1009.5
"2019-12-05 17:00:00",TWCID,9250,Brisbane,W,6.10,20.90,7,53,Clear,5,1009.5
"2019-12-05 18:00:00",TWCID,9250,Brisbane,W,4.80,20.30,8,56,Clear,5,1009.5
"2019-12-05 19:00:00",TWCID,9250,Brisbane,W,4.60,20.30,8,57,Clear,5,1010.0
"2019-12-05 20:00:00",TWCID,9250,Brisbane,W,5.40,22.10,3,47,Clear,5,1010.9
"2019-12-05 21:00:00",TWCID,9250,Brisbane,WNW,5.80,24.50,2,42,Clear,5,1011.0
"2019-12-05 22:00:00",TWCID,9250,Brisbane,WNW,6.50,27.00,2,34,Clear,5,1011.1
"2019-12-05 23:00:00",TWCID,9250,Brisbane,NW,6.70,29.70,2,28,Clear,5,1011.0
"2019-12-06 00:00:00",TWCID,9250,Brisbane,NNW,7.90,32.00,2,24,Clear,5,1010.5
"2019-12-06 01:00:00",TWCID,9250,Brisbane,N,9.40,33.00,0,22,Clear,5,1009.9
"2019-12-06 02:00:00",TWCID,9250,Brisbane,N,11.40,33.80,1,21,Clear,5,1009.0
"2019-12-06 03:00:00",TWCID,9250,Brisbane,NNE,13.20,33.80,3,23,Clear,5,1007.9
"2019-12-06 04:00:00",TWCID,9250,Brisbane,NE,13.80,33.50,1,24,Clear,5,1007.0
"2019-12-06 05:00:00",TWCID,9250,Brisbane,NE,14.40,32.70,3,27,Clear,5,1007.0
"2019-12-06 06:00:00",TWCID,9250,Brisbane,NE,15.80,31.90,2,31,Clear,5,1005.9
"2019-12-06 07:00:00",TWCID,9250,Brisbane,NE,15.60,31.20,3,36,Clear,5,1006.1
"2019-12-06 08:00:00",TWCID,9250,Brisbane,NE,13.90,29.40,2,43,Clear,5,1007.2
"2019-12-06 09:00:00",TWCID,9250,Brisbane,NE,13.00,28.20,2,50,Clear,5,1007.9
"2019-12-06 10:00:00",TWCID,9250,Brisbane,NNE,12.50,27.50,3,56,Clear,5,1008.5
"2019-12-06 11:00:00",TWCID,9250,Brisbane,NNE,12.30,26.80,3,58,Clear,5,1009.0
"2019-12-06 12:00:00",TWCID,9250,Brisbane,NNE,11.50,26.20,5,63,Clear,5,1008.9
"2019-12-06 13:00:00",TWCID,9250,Brisbane,NNE,9.50,25.70,5,63,Clear,5,1008.9
"2019-12-06 14:00:00",TWCID,9250,Brisbane,N,8.40,25.20,5,63,Clear,5,1008.5
"2019-12-06 15:00:00",TWCID,9250,Brisbane,NNW,7.70,24.80,5,62,Clear,5,1008.2
"2019-12-06 16:00:00",TWCID,9250,Brisbane,NW,7.30,24.70,1,64,Clear,5,1008.4
"2019-12-06 17:00:00",TWCID,9250,Brisbane,NW,6.40,24.40,1,64,Clear,5,1008.7
"2019-12-06 18:00:00",TWCID,9250,Brisbane,WNW,6.40,23.40,6,63,Clear,5,1008.7
"2019-12-06 19:00:00",TWCID,9250,Brisbane,WNW,4.40,23.30,1,68,Clear,5,1010.1
"2019-12-06 20:00:00",TWCID,9250,Brisbane,NW,6.00,25.20,2,57,Clear,5,1010.3
"2019-12-06 21:00:00",TWCID,9250,Brisbane,NW,7.10,27.50,2,47,Clear,5,1010.8
"2019-12-06 22:00:00",TWCID,9250,Brisbane,NW,7.40,29.40,1,39,Clear,5,1011.0
"2019-12-06 23:00:00",TWCID,9250,Brisbane,NW,7.10,31.40,1,33,Clear,5,1010.7
"2019-12-07 00:00:00",TWCID,9250,Brisbane,ESE,8.10,32.50,1,29,Clear,8,1011.5
"2019-12-07 01:00:00",TWCID,9250,Brisbane,ESE,10.30,32.70,2,30,Clear,19,1011.1
"2019-12-07 02:00:00",TWCID,9250,Brisbane,ENE,13.30,32.60,10,32,"Mostly clear",22,1009.4
"2019-12-07 03:00:00",TWCID,9250,Brisbane,E,15.20,32.60,19,35,"Mostly clear",31,1008.9
"2019-12-07 04:00:00",TWCID,9250,Brisbane,E,15.00,32.60,22,38,"Mostly clear",18,1008.4
"2019-12-07 05:00:00",TWCID,9250,Brisbane,E,15.10,31.70,26,43,"Mostly clear",15,1008.2
"2019-12-07 06:00:00",TWCID,9250,Brisbane,E,15.30,30.20,20,47,"Mostly clear",12,1008.1
"2019-12-07 07:00:00",TWCID,9250,Brisbane,E,14.10,28.90,47,51,"Mostly clear",5,1008.8
"2019-12-07 08:00:00",TWCID,9250,Brisbane,ESE,12.30,27.00,48,58,"Mostly clear",5,1011.1
"2019-12-07 09:00:00",TWCID,9250,Brisbane,SE,11.80,25.80,46,63,"Mostly clear",5,1012.6
"2019-12-07 10:00:00",TWCID,9250,Brisbane,SE,13.20,25.00,43,66,"Mostly clear",34,1013.2
"2019-12-07 11:00:00",TWCID,9250,Brisbane,SSE,13.50,24.40,43,69,"Mostly clear",30,1014.3
"2019-12-07 12:00:00",TWCID,9250,Brisbane,SSE,12.80,23.80,57,71,"Mostly cloudy",11,1015.2
"2019-12-07 13:00:00",TWCID,9250,Brisbane,SSE,11.80,23.60,55,71,"Mostly cloudy",12,1015.4
"2019-12-07 14:00:00",TWCID,9250,Brisbane,SSE,11.30,22.80,66,72,"Mostly cloudy",13,1015.5
"2019-12-07 15:00:00",TWCID,9250,Brisbane,SSE,10.90,22.40,67,72,"Slight chance storm",35,1015.5
"2019-12-07 16:00:00",TWCID,9250,Brisbane,SSE,10.20,22.20,71,72,"Slight chance storm",35,1015.5
"2019-12-07 17:00:00",TWCID,9250,Brisbane,SSE,9.60,22.00,77,71,"Slight chance storm",37,1015.9
"2019-12-07 18:00:00",TWCID,9250,Brisbane,S,7.60,21.70,69,72,"Mostly cloudy",11,1016.9
"2019-12-07 19:00:00",TWCID,9250,Brisbane,S,8.80,21.30,70,73,"Slight chance storm",37,1017.2
"2019-12-07 20:00:00",TWCID,9250,Brisbane,SSE,9.90,22.10,72,69,"Mostly cloudy",26,1018.1
"2019-12-07 21:00:00",TWCID,9250,Brisbane,SSE,11.50,23.60,72,62,"Mostly cloudy",28,1018.9
"2019-12-07 22:00:00",TWCID,9250,Brisbane,SE,12.80,24.50,64,57,"Mostly cloudy",33,1019.2
"2019-12-07 23:00:00",TWCID,9250,Brisbane,SE,12.90,25.30,60,53,"Mostly cloudy",31,1019.4
"2019-12-08 00:00:00",TWCID,9250,Brisbane,SE,14.40,26.60,49,48,"Mostly clear",5,1019.2
"2019-12-08 01:00:00",TWCID,9250,Brisbane,ESE,15.40,27.40,36,47,"Mostly clear",6,1018.6
"2019-12-08 02:00:00",TWCID,9250,Brisbane,SE,17.20,27.50,64,49,"Mostly cloudy",9,1018.4
"2019-12-08 03:00:00",TWCID,9250,Brisbane,SE,18.00,27.70,56,50,"Mostly cloudy",5,1017.9
"2019-12-08 04:00:00",TWCID,9250,Brisbane,ESE,16.30,27.60,34,52,"Mostly clear",5,1016.7
"2019-12-08 05:00:00",TWCID,9250,Brisbane,ESE,16.80,27.20,66,53,"Mostly cloudy",5,1017.3
"2019-12-08 06:00:00",TWCID,9250,Brisbane,ESE,16.60,26.30,49,55,"Mostly clear",5,1017.2
"2019-12-08 07:00:00",TWCID,9250,Brisbane,ESE,15.80,25.50,46,59,"Mostly clear",5,1017.5
"2019-12-08 08:00:00",TWCID,9250,Brisbane,ESE,14.50,24.50,43,63,"Mostly clear",5,1018.3
"2019-12-08 09:00:00",TWCID,9250,Brisbane,SE,13.40,24.00,41,67,"Mostly clear",20,1019.1
"2019-12-08 10:00:00",TWCID,9250,Brisbane,ESE,12.90,23.90,43,70,"Mostly clear",19,1019.8
"2019-12-08 11:00:00",TWCID,9250,Brisbane,ESE,12.20,23.80,48,71,"Mostly clear",22,1020.2
"2019-12-08 12:00:00",TWCID,9250,Brisbane,ESE,10.80,23.70,67,73,"Mostly cloudy",14,1019.7
"2019-12-08 13:00:00",TWCID,9250,Brisbane,ESE,9.30,23.60,63,74,"Mostly cloudy",8,1019.6
"2019-12-08 14:00:00",TWCID,9250,Brisbane,SE,9.20,23.30,63,73,"Mostly cloudy",28,1019.8
"2019-12-08 15:00:00",TWCID,9250,Brisbane,SE,8.60,23.20,68,74,"Mostly cloudy",35,1019.3
"2019-12-08 16:00:00",TWCID,9250,Brisbane,SE,7.60,23.30,71,73,"Mostly cloudy",33,1019.0
"2019-12-08 17:00:00",TWCID,9250,Brisbane,SSE,6.60,23.30,73,73,"Mostly cloudy",30,1019.0
"2019-12-08 18:00:00",TWCID,9250,Brisbane,SSE,5.80,23.10,64,74,"Mostly cloudy",22,1019.1
"2019-12-08 19:00:00",TWCID,9250,Brisbane,SSE,5.50,22.70,68,76,"Chance shower",57,1019.5
"2019-12-08 20:00:00",TWCID,9250,Brisbane,SE,6.00,23.50,69,73,"Mostly cloudy",34,1020.2
"2019-12-08 21:00:00",TWCID,9250,Brisbane,E,7.60,25.10,72,67,"Mostly cloudy",32,1020.6
"2019-12-08 22:00:00",TWCID,9250,Brisbane,E,8.80,25.70,69,60,"Slight chance shower",37,1020.7
"2019-12-08 23:00:00",TWCID,9250,Brisbane,E,9.10,27.00,65,55,"Mostly cloudy",33,1020.5
"2019-12-09 00:00:00",TWCID,9250,Brisbane,E,10.70,28.20,52,50,"Slight chance shower",36,1020.9
"2019-12-09 01:00:00",TWCID,9250,Brisbane,E,12.60,28.90,65,50,"Mostly cloudy",5,1020.2
"2019-12-09 02:00:00",TWCID,9250,Brisbane,E,14.40,29.30,66,49,"Mostly cloudy",5,1019.1
"2019-12-09 03:00:00",TWCID,9250,Brisbane,E,15.70,29.30,58,49,"Mostly cloudy",5,1018.2
"2019-12-09 04:00:00",TWCID,9250,Brisbane,E,15.30,29.20,61,49,"Mostly cloudy",5,1017.3
"2019-12-09 05:00:00",TWCID,9250,Brisbane,ENE,15.20,28.80,46,51,"Mostly clear",5,1016.6
"2019-12-09 06:00:00",TWCID,9250,Brisbane,ENE,15.20,28.40,41,53,"Mostly clear",5,1016.3
"2019-12-09 07:00:00",TWCID,9250,Brisbane,ENE,14.70,27.50,30,56,"Mostly clear",5,1016.5
"2019-12-09 08:00:00",TWCID,9250,Brisbane,ENE,13.70,26.20,30,61,"Mostly clear",5,1017.0
"2019-12-09 09:00:00",TWCID,9250,Brisbane,ENE,12.40,25.20,35,65,"Mostly clear",5,1017.4
"2019-12-09 10:00:00",TWCID,9250,Brisbane,ENE,12.10,24.80,35,67,"Mostly clear",5,1017.8
"2019-12-09 11:00:00",TWCID,9250,Brisbane,ENE,11.60,24.40,36,69,"Mostly clear",5,1018.0
"2019-12-09 12:00:00",TWCID,9250,Brisbane,ENE,10.60,23.90,28,68,"Mostly clear",5,1018.1
"2019-12-09 13:00:00",TWCID,9250,Brisbane,ENE,8.90,23.70,29,69,"Mostly clear",5,1017.8
"2019-12-09 14:00:00",TWCID,9250,Brisbane,ENE,7.90,23.10,21,70,"Mostly clear",5,1017.3
"2019-12-09 15:00:00",TWCID,9250,Brisbane,ENE,7.50,22.80,45,70,"Mostly clear",5,1016.7
"2019-12-09 16:00:00",TWCID,9250,Brisbane,N,6.70,22.50,51,70,"Mostly cloudy",5,1016.1
"2019-12-09 17:00:00",TWCID,9250,Brisbane,N,5.70,22.40,55,69,"Mostly cloudy",5,1016.0
"2019-12-09 18:00:00",TWCID,9250,Brisbane,N,5.00,22.00,47,70,"Mostly clear",5,1016.0
"2019-12-09 19:00:00",TWCID,9250,Brisbane,N,4.80,21.60,49,72,"Mostly clear",5,1016.3
"2019-12-09 20:00:00",TWCID,9250,Brisbane,N,5.40,23.00,51,66,"Mostly cloudy",5,1016.5
"2019-12-09 21:00:00",TWCID,9250,Brisbane,N,6.50,25.20,38,57,"Mostly clear",5,1016.7
"2019-12-09 22:00:00",TWCID,9250,Brisbane,NE,7.00,26.70,26,50,"Mostly clear",5,1016.5
"2019-12-09 23:00:00",TWCID,9250,Brisbane,NE,7.00,28.30,17,44,"Mostly clear",5,1016.1
"2019-12-10 00:00:00",TWCID,9250,Brisbane,NE,8.20,30.40,12,37,"Mostly clear",5,1015.6
"2019-12-10 01:00:00",TWCID,9250,Brisbane,NE,10.30,31.00,14,37,"Slight chance shower",40,1014.8
"2019-12-10 02:00:00",TWCID,9250,Brisbane,NE,12.60,31.00,21,39,"Mostly clear",28,1013.7
"2019-12-10 03:00:00",TWCID,9250,Brisbane,NE,14.20,30.70,22,42,"Mostly clear",34,1012.8
"2019-12-10 04:00:00",TWCID,9250,Brisbane,ENE,13.90,30.20,26,44,"Slight chance shower",37,1011.8
"2019-12-10 05:00:00",TWCID,9250,Brisbane,ENE,14.00,29.40,28,47,"Slight chance shower",45,1011.3
"2019-12-10 06:00:00",TWCID,9250,Brisbane,ENE,13.90,28.70,25,52,"Slight chance storm",42,1011.2
"2019-12-10 07:00:00",TWCID,9250,Brisbane,ENE,13.20,27.70,31,55,"Chance shower",55,1011.4
"2019-12-10 08:00:00",TWCID,9250,Brisbane,ENE,11.70,26.40,27,61,"Chance shower",55,1012.0
"2019-12-10 09:00:00",TWCID,9250,Brisbane,ENE,10.90,25.30,16,65,"Slight chance shower",42,1012.6
"2019-12-10 10:00:00",TWCID,9250,Brisbane,NE,10.50,24.90,12,67,"Mostly clear",32,1013.2
"2019-12-10 11:00:00",TWCID,9250,Brisbane,ENE,10.20,24.50,6,69,Clear,26,1013.5
"2019-12-10 12:00:00",TWCID,9250,Brisbane,NE,9.30,23.90,11,69,"Chance shower",56,1014.1
"2019-12-10 13:00:00",TWCID,9250,Brisbane,NE,7.70,23.60,10,70,Clear,11,1014.0
"2019-12-10 14:00:00",TWCID,9250,Brisbane,NE,7.10,22.90,13,71,"Mostly clear",15,1013.5
"2019-12-10 15:00:00",TWCID,9250,Brisbane,ENE,6.60,22.50,14,72,"Mostly clear",13,1012.9
"2019-12-10 16:00:00",TWCID,9250,Brisbane,E,5.70,22.20,16,73,"Mostly clear",15,1012.5
"2019-12-10 17:00:00",TWCID,9250,Brisbane,ESE,5.00,22.00,16,72,"Mostly clear",14,1012.4
"2019-12-10 18:00:00",TWCID,9250,Brisbane,SSE,4.20,21.80,19,73,"Mostly clear",17,1012.6
"2019-12-10 19:00:00",TWCID,9250,Brisbane,SE,4.10,21.50,20,75,"Mostly clear",20,1013.1
"2019-12-10 20:00:00",TWCID,9250,Brisbane,SE,4.70,22.90,13,69,"Mostly clear",9,1013.5
"2019-12-10 21:00:00",TWCID,9250,Brisbane,ESE,6.00,25.00,12,61,"Mostly clear",9,1013.8
"2019-12-10 22:00:00",TWCID,9250,Brisbane,E,7.10,26.60,11,54,"Mostly clear",9,1013.9
"2019-12-10 23:00:00",TWCID,9250,Brisbane,E,7.00,28.10,9,48,Clear,8,1013.6
"2019-12-11 00:00:00",TWCID,9250,Brisbane,ENE,8.20,29.60,8,43,Clear,9,1013.1
"2019-12-11 01:00:00",TWCID,9250,Brisbane,ENE,10.30,30.20,13,43,"Mostly clear",12,1012.5
"2019-12-11 02:00:00",TWCID,9250,Brisbane,E,12.80,30.20,20,45,"Mostly clear",11,1011.7
"2019-12-11 03:00:00",TWCID,9250,Brisbane,ENE,14.90,30.00,29,48,"Mostly clear",19,1011.0
"2019-12-11 04:00:00",TWCID,9250,Brisbane,ENE,14.80,29.70,32,49,"Mostly clear",9,1010.4
"2019-12-11 05:00:00",TWCID,9250,Brisbane,ENE,14.90,28.90,40,52,"Mostly clear",8,1010.0
"2019-12-11 06:00:00",TWCID,9250,Brisbane,ENE,14.90,28.20,37,56,"Mostly clear",9,1010.0
"2019-12-11 07:00:00",TWCID,9250,Brisbane,ENE,14.40,27.20,44,60,"Slight chance shower",50,1010.2
"2019-12-11 08:00:00",TWCID,9250,Brisbane,ENE,13.10,26.20,44,63,"Slight chance shower",50,1010.8
"2019-12-11 09:00:00",TWCID,9250,Brisbane,ENE,12.20,25.40,40,67,"Mostly clear",26,1011.4
"2019-12-11 10:00:00",TWCID,9250,Brisbane,ENE,11.90,25.30,41,68,"Slight chance shower",35,1012.0
"2019-12-11 11:00:00",TWCID,9250,Brisbane,ENE,10.80,25.10,39,68,"Mostly clear",26,1012.7
"2019-12-11 12:00:00",TWCID,9250,Brisbane,E,10.00,24.70,54,70,"Shower. Chance storm",90,1012.9
"2019-12-11 13:00:00",TWCID,9250,Brisbane,ESE,8.20,24.40,54,70,"Chance shower or storm",52,1012.7
"2019-12-11 14:00:00",TWCID,9250,Brisbane,ESE,7.10,23.70,53,71,"Chance shower or storm",52,1012.4
"2019-12-11 15:00:00",TWCID,9250,Brisbane,ESE,6.80,23.40,53,72,"Chance shower",51,1011.9
"2019-12-11 16:00:00",TWCID,9250,Brisbane,ESE,5.90,23.20,52,71,"Chance shower",52,1011.4
"2019-12-11 17:00:00",TWCID,9250,Brisbane,SE,5.00,23.00,51,70,"Chance shower",53,1011.4
"2019-12-11 18:00:00",TWCID,9250,Brisbane,SE,4.20,22.80,51,72,"Chance shower",53,1011.4
"2019-12-11 19:00:00",TWCID,9250,Brisbane,SE,4.40,22.20,51,73,"Chance shower",56,1011.8
"2019-12-11 20:00:00",TWCID,9250,Brisbane,ESE,5.10,23.40,51,69,"Chance shower",53,1012.3
"2019-12-11 21:00:00",TWCID,9250,Brisbane,ESE,6.80,25.00,50,62,"Chance shower",51,1012.6
"2019-12-11 22:00:00",TWCID,9250,Brisbane,ESE,7.90,26.30,50,56,Shower,90,1012.7
"2019-12-11 23:00:00",TWCID,9250,Brisbane,E,8.10,27.60,50,50,Shower,90,1012.6
"2019-12-12 00:00:00",TWCID,9250,Brisbane,E,9.40,29.20,50,45,Shower,90,1012.2
"2019-12-12 01:00:00",TWCID,9250,Brisbane,E,11.70,29.80,51,45,"Slight chance shower",45,1011.6
"2019-12-12 02:00:00",TWCID,9250,Brisbane,E,13.80,30.20,52,46,"Chance shower",51,1010.9
"2019-12-12 03:00:00",TWCID,9250,Brisbane,E,16.10,30.10,54,48,"Slight chance shower",49,1010.4
"2019-12-12 04:00:00",TWCID,9250,Brisbane,E,15.20,29.60,54,49,"Slight chance shower",47,1009.4
"2019-12-12 05:00:00",TWCID,9250,Brisbane,E,15.20,29.00,55,53,"Slight chance shower",47,1009.0
"2019-12-12 06:00:00",TWCID,9250,Brisbane,E,15.50,28.10,54,56,"Slight chance shower",43,1008.9
"2019-12-12 07:00:00",TWCID,9250,Brisbane,E,14.70,27.10,52,60,"Slight chance shower",35,1009.1
"2019-12-12 08:00:00",TWCID,9250,Brisbane,E,13.10,26.30,53,63,"Slight chance shower",47,1009.7
"2019-12-12 09:00:00",TWCID,9250,Brisbane,E,12.50,25.30,51,67,"Slight chance shower",46,1010.4
"2019-12-12 10:00:00",TWCID,9250,Brisbane,ENE,12.10,25.30,50,68,Drizzle,90,1011.0
