date_time_utc,location_type,location_code,location_name,wind_direction,wind_speed_kts,temperature_celsius,cloud_cover_percentage,relative_humidity_percentage,icon,precipitation_chance_percentage,pressure_hpa
"2019-12-02 11:00:00",TWCID,9028,Canberra,WNW,12.20,9.60,18,39,"Mostly clear",5,1004.1
"2019-12-02 12:00:00",TWCID,9028,Canberra,WNW,10.70,9.40,18,42,"Mostly clear",5,1004.5
"2019-12-02 13:00:00",TWCID,9028,Canberra,WNW,11.40,8.90,18,44,"Mostly clear",5,1004.8
"2019-12-02 14:00:00",TWCID,9028,Canberra,WNW,10.10,8.20,34,44,"Mostly clear",5,1004.6
"2019-12-02 15:00:00",TWCID,9028,Canberra,WNW,10.70,7.50,29,47,"Mostly clear",5,1004.6
"2019-12-02 16:00:00",TWCID,9028,Canberra,WNW,10.30,7.40,4,50,Clear,5,1004.6
"2019-12-02 17:00:00",TWCID,9028,Canberra,WNW,10.60,7.10,10,53,Clear,5,1004.4
"2019-12-02 18:00:00",TWCID,9028,Canberra,WNW,10.40,6.80,8,57,Clear,5,1005.0
"2019-12-02 19:00:00",TWCID,9028,Canberra,WNW,11.80,6.80,7,60,Clear,5,1005.6
"2019-12-02 20:00:00",TWCID,9028,Canberra,WNW,12.20,8.50,28,56,"Mostly clear",5,1005.7
"2019-12-02 21:00:00",TWCID,9028,Canberra,WNW,14.60,10.40,36,49,"Mostly clear",5,1006.7
"2019-12-02 22:00:00",TWCID,9028,Canberra,WNW,15.30,12.30,39,45,"Mostly clear",5,1006.8
"2019-12-02 23:00:00",TWCID,9028,Canberra,WNW,15.40,13.80,21,43,"Mostly clear",5,1006.9
"2019-12-03 00:00:00",TWCID,9028,Canberra,WNW,17.40,15.50,14,39,"Mostly clear",5,1007.1
"2019-12-03 01:00:00",TWCID,9028,Canberra,WNW,18.90,17.00,9,35,Clear,5,1006.8
"2019-12-03 02:00:00",TWCID,9028,Canberra,WNW,21.30,17.80,11,33,"Mostly clear. Windy",5,1006.5
"2019-12-03 03:00:00",TWCID,9028,Canberra,WNW,21.40,19.00,10,32,"Mostly clear. Windy",5,1006.0
"2019-12-03 04:00:00",TWCID,9028,Canberra,WNW,20.40,19.20,19,32,"Mostly clear. Windy",5,1006.0
"2019-12-03 05:00:00",TWCID,9028,Canberra,WNW,20.50,19.40,23,33,"Mostly clear. Windy",5,1005.4
"2019-12-03 06:00:00",TWCID,9028,Canberra,WNW,19.70,19.00,22,33,"Mostly clear. Windy",5,1005.5
"2019-12-03 07:00:00",TWCID,9028,Canberra,W,19.90,18.30,32,33,"Mostly clear. Windy",5,1005.8
"2019-12-03 08:00:00",TWCID,9028,Canberra,W,19.30,17.60,30,34,"Mostly clear. Windy",5,1006.3
"2019-12-03 09:00:00",TWCID,9028,Canberra,W,15.60,16.00,16,41,"Mostly clear",5,1007.0
"2019-12-03 10:00:00",TWCID,9028,Canberra,WNW,14.30,15.30,21,43,"Mostly clear",5,1007.8
"2019-12-03 11:00:00",TWCID,9028,Canberra,WNW,11.80,14.40,21,45,"Mostly clear",5,1008.0
"2019-12-03 12:00:00",TWCID,9028,Canberra,WNW,10.50,13.80,13,47,"Mostly clear",5,1008.1
"2019-12-03 13:00:00",TWCID,9028,Canberra,WNW,10.90,13.30,20,48,"Mostly clear",5,1008.0
"2019-12-03 14:00:00",TWCID,9028,Canberra,WNW,9.50,12.80,17,50,"Mostly clear",5,1007.5
"2019-12-03 15:00:00",TWCID,9028,Canberra,WNW,10.30,12.70,12,53,"Mostly clear",5,1007.3
"2019-12-03 16:00:00",TWCID,9028,Canberra,WNW,9.40,12.00,20,56,"Mostly clear",5,1007.1
"2019-12-03 17:00:00",TWCID,9028,Canberra,WNW,9.30,11.00,11,59,"Mostly clear",5,1007.1
"2019-12-03 18:00:00",TWCID,9028,Canberra,WNW,8.80,10.20,10,62,Clear,5,1007.4
"2019-12-03 19:00:00",TWCID,9028,Canberra,WNW,10.70,9.80,16,64,"Mostly clear",5,1007.5
"2019-12-03 20:00:00",TWCID,9028,Canberra,WNW,10.00,11.30,10,58,Clear,5,1008.9
"2019-12-03 21:00:00",TWCID,9028,Canberra,WNW,12.10,13.40,11,48,"Mostly clear",5,1009.4
"2019-12-03 22:00:00",TWCID,9028,Canberra,WNW,13.10,15.10,9,40,Clear,5,1009.8
"2019-12-03 23:00:00",TWCID,9028,Canberra,WNW,13.60,16.40,11,35,"Mostly clear",5,1009.8
"2019-12-04 00:00:00",TWCID,9028,Canberra,WNW,16.10,18.00,5,31,Clear,5,1009.8
"2019-12-04 01:00:00",TWCID,9028,Canberra,WNW,17.60,19.40,5,27,Clear,5,1009.6
"2019-12-04 02:00:00",TWCID,9028,Canberra,WNW,19.90,20.20,6,25,"Clear. Windy",5,1009.2
"2019-12-04 03:00:00",TWCID,9028,Canberra,WNW,19.90,21.20,5,24,"Clear. Windy",5,1008.8
"2019-12-04 04:00:00",TWCID,9028,Canberra,WNW,18.90,21.10,6,24,Clear,5,1008.6
"2019-12-04 05:00:00",TWCID,9028,Canberra,W,18.50,21.40,9,24,Clear,5,1007.9
"2019-12-04 06:00:00",TWCID,9028,Canberra,W,17.70,21.00,0,24,Clear,5,1008.3
"2019-12-04 07:00:00",TWCID,9028,Canberra,W,17.60,20.20,2,25,Clear,5,1008.5
"2019-12-04 08:00:00",TWCID,9028,Canberra,W,17.00,19.00,19,26,"Mostly clear",5,1009.0
"2019-12-04 09:00:00",TWCID,9028,Canberra,W,12.90,17.50,9,31,Clear,5,1009.9
"2019-12-04 10:00:00",TWCID,9028,Canberra,WNW,10.70,16.20,12,36,"Mostly clear",5,1010.5
"2019-12-04 11:00:00",TWCID,9028,Canberra,WNW,8.20,14.60,5,39,Clear,5,1010.9
"2019-12-04 12:00:00",TWCID,9028,Canberra,WNW,6.50,13.80,1,44,Clear,5,1011.0
"2019-12-04 13:00:00",TWCID,9028,Canberra,WNW,7.10,13.00,2,45,Clear,5,1010.8
"2019-12-04 14:00:00",TWCID,9028,Canberra,WNW,5.90,11.90,6,47,Clear,5,1010.3
"2019-12-04 15:00:00",TWCID,9028,Canberra,WNW,7.20,11.30,5,48,Clear,5,1009.5
"2019-12-04 16:00:00",TWCID,9028,Canberra,WNW,6.70,10.70,26,52,"Mostly clear",5,1009.6
"2019-12-04 17:00:00",TWCID,9028,Canberra,NW,6.90,10.30,15,54,"Mostly clear",5,1009.2
"2019-12-04 18:00:00",TWCID,9028,Canberra,NW,7.00,9.80,12,57,"Mostly clear",5,1008.8
"2019-12-04 19:00:00",TWCID,9028,Canberra,NW,8.10,9.80,28,60,"Mostly clear",5,1009.2
"2019-12-04 20:00:00",TWCID,9028,Canberra,NW,7.80,12.10,26,55,"Mostly clear",5,1010.2
"2019-12-04 21:00:00",TWCID,9028,Canberra,NW,10.00,15.10,26,44,"Mostly clear",5,1010.5
"2019-12-04 22:00:00",TWCID,9028,Canberra,WNW,11.90,17.30,21,36,"Mostly clear",5,1010.4
"2019-12-04 23:00:00",TWCID,9028,Canberra,WNW,13.30,19.60,30,31,"Mostly clear",5,1010.1
"2019-12-05 00:00:00",TWCID,9028,Canberra,WNW,16.10,21.60,30,27,"Mostly clear",5,1009.6
"2019-12-05 01:00:00",TWCID,9028,Canberra,WNW,18.00,23.30,12,22,"Mostly clear",5,1009.0
"2019-12-05 02:00:00",TWCID,9028,Canberra,WNW,21.00,24.10,11,20,"Mostly clear. Windy",5,1008.3
"2019-12-05 03:00:00",TWCID,9028,Canberra,WNW,20.70,25.20,18,19,"Mostly clear. Windy",5,1007.6
"2019-12-05 04:00:00",TWCID,9028,Canberra,WNW,19.80,25.20,15,19,"Mostly clear. Windy",5,1007.2
"2019-12-05 05:00:00",TWCID,9028,Canberra,W,19.40,25.40,10,21,"Mostly clear. Windy",5,1006.9
"2019-12-05 06:00:00",TWCID,9028,Canberra,WNW,19.40,24.90,11,19,"Mostly clear. Windy",5,1006.1
"2019-12-05 07:00:00",TWCID,9028,Canberra,WNW,19.20,24.80,41,18,"Mostly clear. Windy",5,1006.1
"2019-12-05 08:00:00",TWCID,9028,Canberra,WNW,18.10,24.10,24,18,"Mostly clear",5,1006.3
"2019-12-05 09:00:00",TWCID,9028,Canberra,WNW,13.50,22.40,31,23,"Mostly clear",5,1006.9
"2019-12-05 10:00:00",TWCID,9028,Canberra,WNW,12.10,21.30,24,26,"Mostly clear",5,1007.4
"2019-12-05 11:00:00",TWCID,9028,Canberra,WNW,9.50,20.30,18,29,"Mostly clear",5,1007.7
"2019-12-05 12:00:00",TWCID,9028,Canberra,WNW,8.00,19.20,18,31,"Mostly clear",5,1007.9
"2019-12-05 13:00:00",TWCID,9028,Canberra,WNW,8.40,18.30,17,34,"Mostly clear",5,1007.8
"2019-12-05 14:00:00",TWCID,9028,Canberra,NW,6.50,17.30,33,38,"Mostly clear",5,1007.6
"2019-12-05 15:00:00",TWCID,9028,Canberra,NW,7.10,16.30,5,43,Clear,5,1007.2
"2019-12-05 16:00:00",TWCID,9028,Canberra,NW,6.70,15.20,5,47,Clear,5,1007.0
"2019-12-05 17:00:00",TWCID,9028,Canberra,WNW,6.20,14.30,13,50,"Mostly clear",5,1007.1
"2019-12-05 18:00:00",TWCID,9028,Canberra,WNW,5.80,13.70,16,54,"Mostly clear",5,1007.3
"2019-12-05 19:00:00",TWCID,9028,Canberra,WNW,8.00,12.80,28,52,"Mostly clear",5,1007.5
"2019-12-05 20:00:00",TWCID,9028,Canberra,NW,6.90,14.50,25,48,"Mostly clear",5,1008.5
"2019-12-05 21:00:00",TWCID,9028,Canberra,WNW,9.10,17.20,42,37,"Mostly clear",5,1009.1
"2019-12-05 22:00:00",TWCID,9028,Canberra,WNW,10.60,19.20,38,28,"Mostly clear",5,1009.3
"2019-12-05 23:00:00",TWCID,9028,Canberra,WNW,11.40,20.70,38,22,"Mostly clear",5,1009.3
"2019-12-06 00:00:00",TWCID,9028,Canberra,WNW,14.20,21.90,32,17,"Mostly clear",5,1009.3
"2019-12-06 01:00:00",TWCID,9028,Canberra,WNW,16.00,22.80,50,14,"Mostly cloudy",5,1008.9
"2019-12-06 02:00:00",TWCID,9028,Canberra,WNW,18.30,23.10,47,14,"Mostly clear",5,1008.6
"2019-12-06 03:00:00",TWCID,9028,Canberra,WNW,18.10,23.40,42,13,"Mostly clear",5,1008.3
"2019-12-06 04:00:00",TWCID,9028,Canberra,WNW,17.20,23.20,51,13,"Mostly cloudy",5,1008.2
"2019-12-06 05:00:00",TWCID,9028,Canberra,W,17.40,23.30,50,13,"Mostly cloudy",5,1008.0
"2019-12-06 06:00:00",TWCID,9028,Canberra,W,16.30,22.70,52,13,"Mostly cloudy",5,1008.1
"2019-12-06 07:00:00",TWCID,9028,Canberra,W,16.10,21.80,28,14,"Mostly clear",5,1008.9
"2019-12-06 08:00:00",TWCID,9028,Canberra,W,15.10,20.70,22,15,"Mostly clear",5,1009.9
"2019-12-06 09:00:00",TWCID,9028,Canberra,W,12.40,18.40,28,21,"Mostly clear",5,1010.5
"2019-12-06 10:00:00",TWCID,9028,Canberra,W,10.30,17.10,34,26,"Mostly clear",5,1011.6
"2019-12-06 11:00:00",TWCID,9028,Canberra,W,6.90,15.40,31,32,"Mostly clear",5,1012.4
"2019-12-06 12:00:00",TWCID,9028,Canberra,W,5.00,14.20,17,38,"Mostly clear",5,1012.6
"2019-12-06 13:00:00",TWCID,9028,Canberra,WSW,5.20,12.90,27,43,"Mostly clear",5,1012.8
"2019-12-06 14:00:00",TWCID,9028,Canberra,WSW,3.50,11.50,28,48,"Mostly clear",5,1012.8
"2019-12-06 15:00:00",TWCID,9028,Canberra,SW,4.30,10.30,23,54,"Mostly clear",5,1012.7
"2019-12-06 16:00:00",TWCID,9028,Canberra,SSW,4.20,9.50,23,58,"Mostly clear",5,1012.7
"2019-12-06 17:00:00",TWCID,9028,Canberra,S,4.20,8.90,20,63,"Mostly clear",5,1012.7
"2019-12-06 18:00:00",TWCID,9028,Canberra,S,4.00,8.20,17,66,"Mostly clear",5,1013.0
"2019-12-06 19:00:00",TWCID,9028,Canberra,S,4.90,7.80,19,67,"Mostly clear",5,1013.8
"2019-12-06 20:00:00",TWCID,9028,Canberra,S,3.90,10.40,19,58,"Mostly clear",5,1014.6
"2019-12-06 21:00:00",TWCID,9028,Canberra,S,4.60,14.00,22,45,"Mostly clear",5,1015.2
"2019-12-06 22:00:00",TWCID,9028,Canberra,SW,5.20,16.50,22,34,"Mostly clear",5,1015.4
"2019-12-06 23:00:00",TWCID,9028,Canberra,WNW,5.00,18.30,27,27,"Mostly clear",5,1015.4
"2019-12-07 00:00:00",TWCID,9028,Canberra,NW,7.00,20.50,38,25,"Mostly clear",5,1016.1
"2019-12-07 01:00:00",TWCID,9028,Canberra,WNW,8.50,22.00,16,17,"Mostly clear",5,1015.1
"2019-12-07 02:00:00",TWCID,9028,Canberra,NW,10.90,23.40,23,14,"Mostly clear",5,1014.7
"2019-12-07 03:00:00",TWCID,9028,Canberra,NW,9.80,24.50,30,14,"Mostly clear",10,1014.7
"2019-12-07 04:00:00",TWCID,9028,Canberra,NW,9.40,24.40,28,15,"Mostly clear",13,1014.5
"2019-12-07 05:00:00",TWCID,9028,Canberra,NW,10.90,24.30,39,16,"Mostly clear",15,1014.4
"2019-12-07 06:00:00",TWCID,9028,Canberra,WNW,11.40,23.80,26,18,"Mostly clear",6,1014.2
"2019-12-07 07:00:00",TWCID,9028,Canberra,W,10.80,22.70,31,19,"Mostly clear",5,1014.8
"2019-12-07 08:00:00",TWCID,9028,Canberra,SE,11.90,20.90,31,24,"Mostly clear",5,1015.9
"2019-12-07 09:00:00",TWCID,9028,Canberra,ESE,10.30,17.90,27,34,"Mostly clear",5,1017.3
"2019-12-07 10:00:00",TWCID,9028,Canberra,ESE,9.40,16.60,31,42,"Mostly clear",5,1018.7
"2019-12-07 11:00:00",TWCID,9028,Canberra,ESE,7.50,14.60,24,51,"Mostly clear",5,1019.7
"2019-12-07 12:00:00",TWCID,9028,Canberra,ESE,6.50,13.20,35,59,"Mostly clear",5,1019.9
"2019-12-07 13:00:00",TWCID,9028,Canberra,ESE,6.50,12.20,34,63,"Mostly clear",5,1020.2
"2019-12-07 14:00:00",TWCID,9028,Canberra,ESE,4.80,11.30,71,65,"Mostly cloudy",5,1020.4
"2019-12-07 15:00:00",TWCID,9028,Canberra,SE,5.20,10.70,66,71,"Mostly cloudy",5,1020.1
"2019-12-07 16:00:00",TWCID,9028,Canberra,SE,4.50,10.20,71,75,"Mostly cloudy",5,1020.0
"2019-12-07 17:00:00",TWCID,9028,Canberra,SE,3.90,9.50,66,78,"Mostly cloudy",5,1019.9
"2019-12-07 18:00:00",TWCID,9028,Canberra,ESE,3.10,9.20,75,79,"Mostly cloudy",5,1020.2
"2019-12-07 19:00:00",TWCID,9028,Canberra,ESE,4.10,8.80,76,82,"Mostly cloudy",5,1020.2
"2019-12-07 20:00:00",TWCID,9028,Canberra,E,2.70,10.90,78,73,"Mostly cloudy",5,1021.4
"2019-12-07 21:00:00",TWCID,9028,Canberra,ENE,3.80,13.60,64,63,"Mostly cloudy",5,1021.4
"2019-12-07 22:00:00",TWCID,9028,Canberra,NNE,4.70,16.20,73,50,"Mostly cloudy",5,1021.4
"2019-12-07 23:00:00",TWCID,9028,Canberra,N,5.60,18.90,72,39,"Mostly cloudy",5,1021.2
"2019-12-08 00:00:00",TWCID,9028,Canberra,NNW,7.80,21.00,39,31,"Mostly clear",5,1021.3
"2019-12-08 01:00:00",TWCID,9028,Canberra,NNW,9.60,23.50,21,23,"Mostly clear",5,1020.7
"2019-12-08 02:00:00",TWCID,9028,Canberra,NNW,11.60,24.80,26,19,"Mostly clear",5,1019.8
"2019-12-08 03:00:00",TWCID,9028,Canberra,NNW,11.10,26.30,41,17,"Mostly clear",5,1019.0
"2019-12-08 04:00:00",TWCID,9028,Canberra,NW,10.90,26.80,55,15,"Mostly cloudy",5,1018.2
"2019-12-08 05:00:00",TWCID,9028,Canberra,NW,11.80,27.40,47,14,"Mostly clear",5,1017.5
"2019-12-08 06:00:00",TWCID,9028,Canberra,NW,11.10,27.40,46,13,"Mostly clear",5,1017.2
"2019-12-08 07:00:00",TWCID,9028,Canberra,NW,11.40,27.10,66,13,"Mostly cloudy",5,1017.5
"2019-12-08 08:00:00",TWCID,9028,Canberra,NW,11.10,25.60,66,13,"Mostly cloudy",5,1018.1
"2019-12-08 09:00:00",TWCID,9028,Canberra,NW,7.50,22.90,58,20,"Mostly cloudy",5,1019.0
"2019-12-08 10:00:00",TWCID,9028,Canberra,S,7.10,21.10,51,29,"Mostly cloudy",5,1020.0
"2019-12-08 11:00:00",TWCID,9028,Canberra,SE,6.20,18.90,65,38,"Mostly cloudy",5,1020.6
"2019-12-08 12:00:00",TWCID,9028,Canberra,SE,5.50,17.30,63,41,"Mostly cloudy",5,1020.5
"2019-12-08 13:00:00",TWCID,9028,Canberra,SE,5.60,16.20,60,47,"Mostly cloudy",5,1020.5
"2019-12-08 14:00:00",TWCID,9028,Canberra,SE,3.80,14.70,61,53,"Mostly cloudy",5,1020.2
"2019-12-08 15:00:00",TWCID,9028,Canberra,SE,4.40,13.60,66,59,"Mostly cloudy",5,1019.9
"2019-12-08 16:00:00",TWCID,9028,Canberra,SE,3.60,12.80,75,64,"Mostly cloudy",5,1019.5
"2019-12-08 17:00:00",TWCID,9028,Canberra,SSE,3.50,12.20,79,67,"Mostly cloudy",5,1019.2
"2019-12-08 18:00:00",TWCID,9028,Canberra,SSE,3.10,11.80,79,69,"Mostly cloudy",5,1019.3
"2019-12-08 19:00:00",TWCID,9028,Canberra,S,3.90,11.90,71,68,"Mostly cloudy",5,1019.7
"2019-12-08 20:00:00",TWCID,9028,Canberra,SW,3.10,15.20,79,58,"Mostly cloudy",5,1020.1
"2019-12-08 21:00:00",TWCID,9028,Canberra,W,4.00,19.70,64,43,"Mostly cloudy",5,1020.5
"2019-12-08 22:00:00",TWCID,9028,Canberra,WNW,5.60,23.20,55,32,"Mostly cloudy",5,1020.4
"2019-12-08 23:00:00",TWCID,9028,Canberra,NW,6.70,26.20,57,25,"Mostly cloudy",5,1020.0
"2019-12-09 00:00:00",TWCID,9028,Canberra,NW,9.40,28.90,30,17,"Mostly clear",5,1019.7
"2019-12-09 01:00:00",TWCID,9028,Canberra,WNW,11.10,30.20,36,13,"Mostly clear",5,1018.9
"2019-12-09 02:00:00",TWCID,9028,Canberra,WNW,14.40,31.00,44,12,"Mostly clear",5,1018.1
"2019-12-09 03:00:00",TWCID,9028,Canberra,WNW,13.70,32.10,53,12,"Mostly cloudy",5,1017.1
"2019-12-09 04:00:00",TWCID,9028,Canberra,W,13.20,32.00,61,11,"Mostly cloudy",5,1016.4
"2019-12-09 05:00:00",TWCID,9028,Canberra,W,13.40,32.30,64,11,"Mostly cloudy",5,1015.8
"2019-12-09 06:00:00",TWCID,9028,Canberra,W,12.50,32.00,64,12,"Mostly cloudy",5,1015.7
"2019-12-09 07:00:00",TWCID,9028,Canberra,W,12.00,31.10,65,12,"Mostly cloudy",20,1015.8
"2019-12-09 08:00:00",TWCID,9028,Canberra,W,10.90,29.10,64,15,"Mostly cloudy",17,1016.4
"2019-12-09 09:00:00",TWCID,9028,Canberra,SW,7.80,26.30,65,22,"Mostly cloudy",18,1017.1
"2019-12-09 10:00:00",TWCID,9028,Canberra,SE,7.20,24.40,64,28,"Mostly cloudy",18,1017.7
"2019-12-09 11:00:00",TWCID,9028,Canberra,ESE,6.50,22.30,61,33,"Mostly cloudy",18,1018.1
"2019-12-09 12:00:00",TWCID,9028,Canberra,SE,5.70,20.30,62,41,"Mostly cloudy",5,1018.1
"2019-12-09 13:00:00",TWCID,9028,Canberra,SE,6.00,18.90,53,45,"Mostly cloudy",5,1017.9
"2019-12-09 14:00:00",TWCID,9028,Canberra,SE,4.20,17.40,52,49,"Mostly cloudy",5,1017.5
"2019-12-09 15:00:00",TWCID,9028,Canberra,SE,4.80,16.30,50,54,"Mostly cloudy",5,1017.1
"2019-12-09 16:00:00",TWCID,9028,Canberra,SSE,4.10,15.20,49,58,"Mostly clear",5,1016.6
"2019-12-09 17:00:00",TWCID,9028,Canberra,SSE,3.80,14.30,50,61,"Mostly cloudy",5,1016.2
"2019-12-09 18:00:00",TWCID,9028,Canberra,SSE,3.40,13.90,51,63,"Mostly cloudy",5,1016.1
"2019-12-09 19:00:00",TWCID,9028,Canberra,SSE,3.90,13.60,46,65,"Mostly clear",5,1016.5
"2019-12-09 20:00:00",TWCID,9028,Canberra,SW,3.10,16.20,34,56,"Mostly clear",5,1016.7
"2019-12-09 21:00:00",TWCID,9028,Canberra,NNW,3.60,19.90,28,42,"Mostly clear",5,1016.6
"2019-12-09 22:00:00",TWCID,9028,Canberra,N,4.80,23.20,16,35,"Mostly clear",5,1016.8
"2019-12-09 23:00:00",TWCID,9028,Canberra,N,5.90,26.10,6,28,Clear,5,1016.3
"2019-12-10 00:00:00",TWCID,9028,Canberra,N,8.50,28.20,6,23,Clear,5,1016.1
"2019-12-10 01:00:00",TWCID,9028,Canberra,NNW,9.40,29.70,7,18,Clear,29,1015.3
"2019-12-10 02:00:00",TWCID,9028,Canberra,NW,11.00,30.60,10,16,"Chance shower",54,1014.6
"2019-12-10 03:00:00",TWCID,9028,Canberra,WSW,9.90,31.40,14,16,"Chance shower",57,1013.6
"2019-12-10 04:00:00",TWCID,9028,Canberra,SW,9.40,31.10,18,15,"Chance shower",54,1013.0
"2019-12-10 05:00:00",TWCID,9028,Canberra,SSW,9.90,31.30,21,16,"Chance shower",54,1012.5
"2019-12-10 06:00:00",TWCID,9028,Canberra,SSW,9.30,31.00,26,16,"Mostly clear",22,1012.2
"2019-12-10 07:00:00",TWCID,9028,Canberra,S,9.70,29.90,27,18,"Mostly clear",5,1012.5
"2019-12-10 08:00:00",TWCID,9028,Canberra,SE,9.80,27.60,29,21,"Mostly clear",5,1013.4
"2019-12-10 09:00:00",TWCID,9028,Canberra,SE,9.20,24.10,28,31,"Mostly clear",5,1014.7
"2019-12-10 10:00:00",TWCID,9028,Canberra,ESE,10.20,21.70,27,41,"Mostly clear",5,1015.9
"2019-12-10 11:00:00",TWCID,9028,Canberra,ESE,9.70,19.20,25,51,"Mostly clear",5,1016.7
"2019-12-10 12:00:00",TWCID,9028,Canberra,ESE,9.00,17.40,23,60,"Mostly clear",5,1016.6
"2019-12-10 13:00:00",TWCID,9028,Canberra,ESE,9.00,16.30,28,62,"Mostly clear",5,1016.4
"2019-12-10 14:00:00",TWCID,9028,Canberra,SE,7.00,15.40,32,65,"Mostly clear",5,1016.1
"2019-12-10 15:00:00",TWCID,9028,Canberra,ESE,7.50,14.30,21,73,"Mostly clear",5,1015.7
"2019-12-10 16:00:00",TWCID,9028,Canberra,ESE,6.20,13.60,22,74,"Mostly clear",5,1015.3
"2019-12-10 17:00:00",TWCID,9028,Canberra,ESE,5.40,13.10,23,76,"Mostly clear",5,1015.0
"2019-12-10 18:00:00",TWCID,9028,Canberra,ESE,4.60,12.60,24,76,"Mostly clear",5,1014.9
"2019-12-10 19:00:00",TWCID,9028,Canberra,SE,5.20,12.30,18,77,"Mostly clear",5,1015.2
"2019-12-10 20:00:00",TWCID,9028,Canberra,ESE,4.60,14.70,22,68,"Mostly clear",5,1015.5
"2019-12-10 21:00:00",TWCID,9028,Canberra,E,5.10,17.50,16,55,"Mostly clear",5,1015.7
"2019-12-10 22:00:00",TWCID,9028,Canberra,ENE,6.50,20.40,16,43,"Mostly clear",5,1015.7
"2019-12-10 23:00:00",TWCID,9028,Canberra,ENE,6.90,22.90,23,35,"Mostly clear",5,1015.2
"2019-12-11 00:00:00",TWCID,9028,Canberra,NE,8.60,24.90,25,30,"Mostly clear",5,1015.2
"2019-12-11 01:00:00",TWCID,9028,Canberra,NE,10.00,27.00,30,23,"Mostly clear",5,1014.3
"2019-12-11 02:00:00",TWCID,9028,Canberra,NNE,12.40,28.30,29,20,"Mostly clear",5,1013.3
"2019-12-11 03:00:00",TWCID,9028,Canberra,NNE,12.00,29.50,32,19,"Mostly clear",5,1012.3
"2019-12-11 04:00:00",TWCID,9028,Canberra,NNE,10.70,29.80,31,17,"Mostly clear",5,1011.3
"2019-12-11 05:00:00",TWCID,9028,Canberra,N,10.80,30.40,35,18,"Mostly clear",5,1010.7
"2019-12-11 06:00:00",TWCID,9028,Canberra,N,9.90,30.10,31,18,"Mostly clear",5,1010.5
"2019-12-11 07:00:00",TWCID,9028,Canberra,N,10.20,29.10,31,19,"Mostly clear",19,1010.6
"2019-12-11 08:00:00",TWCID,9028,Canberra,NNE,10.20,27.50,25,22,"Mostly clear",15,1011.0
"2019-12-11 09:00:00",TWCID,9028,Canberra,E,8.30,24.90,25,28,"Mostly clear",15,1011.8
"2019-12-11 10:00:00",TWCID,9028,Canberra,ESE,9.10,21.20,25,35,"Mostly clear",16,1012.4
"2019-12-11 11:00:00",TWCID,9028,Canberra,ESE,8.60,19.50,25,43,"Mostly clear",19,1013.1
"2019-12-11 12:00:00",TWCID,9028,Canberra,ESE,9.20,18.30,43,49,"Mostly clear",5,1013.8
"2019-12-11 13:00:00",TWCID,9028,Canberra,ESE,9.30,17.30,43,54,"Mostly clear",5,1013.7
"2019-12-11 14:00:00",TWCID,9028,Canberra,ESE,7.30,16.10,38,58,"Mostly clear",5,1013.4
"2019-12-11 15:00:00",TWCID,9028,Canberra,ESE,7.90,15.10,39,63,"Mostly clear",5,1013.0
"2019-12-11 16:00:00",TWCID,9028,Canberra,ESE,7.00,14.10,40,67,"Mostly clear",34,1012.7
"2019-12-11 17:00:00",TWCID,9028,Canberra,ESE,5.90,13.70,40,69,"Mostly clear",34,1012.5
"2019-12-11 18:00:00",TWCID,9028,Canberra,ESE,5.40,13.40,40,71,"Mostly clear",32,1012.2
"2019-12-11 19:00:00",TWCID,9028,Canberra,ESE,5.40,12.90,43,74,"Slight chance shower",44,1012.4
"2019-12-11 20:00:00",TWCID,9028,Canberra,E,4.50,15.40,42,65,"Slight chance shower",49,1012.6
"2019-12-11 21:00:00",TWCID,9028,Canberra,NE,4.30,18.20,39,55,"Slight chance shower",45,1012.7
"2019-12-11 22:00:00",TWCID,9028,Canberra,N,6.40,21.10,38,43,"Slight chance shower",47,1012.7
"2019-12-11 23:00:00",TWCID,9028,Canberra,N,7.00,23.20,37,35,"Slight chance shower",49,1012.3
"2019-12-12 00:00:00",TWCID,9028,Canberra,NNW,9.30,25.30,37,27,"Intermittent rain",52,1012.2
"2019-12-12 01:00:00",TWCID,9028,Canberra,NNW,11.10,26.80,39,22,"Intermittent rain",64,1011.3
"2019-12-12 02:00:00",TWCID,9028,Canberra,NNW,13.00,28.00,43,18,Drizzle,80,1010.6
"2019-12-12 03:00:00",TWCID,9028,Canberra,NW,12.10,29.00,44,17,Drizzle,80,1009.8
"2019-12-12 04:00:00",TWCID,9028,Canberra,NW,11.60,29.20,43,17,Drizzle,72,1009.0
"2019-12-12 05:00:00",TWCID,9028,Canberra,NW,10.90,29.50,41,16,"Intermittent rain",62,1008.5
"2019-12-12 06:00:00",TWCID,9028,Canberra,NW,10.20,29.10,41,17,"Intermittent rain",62,1008.4
"2019-12-12 07:00:00",TWCID,9028,Canberra,NW,10.80,28.00,41,19,"Chance shower",62,1008.7
"2019-12-12 08:00:00",TWCID,9028,Canberra,WNW,10.30,26.20,39,21,"Chance shower",51,1009.3
"2019-12-12 09:00:00",TWCID,9028,Canberra,SE,7.60,23.50,39,30,"Chance shower",51,1010.2
"2019-12-12 10:00:00",TWCID,9028,Canberra,SE,9.50,21.60,40,36,"Chance shower",51,1010.9
"2019-12-12 11:00:00",TWCID,9028,Canberra,SE,9.70,19.60,41,43,Shower,90,1011.4
